,meis1,rad51,gfi1b,spi1,hcfc1,mef2c,ikzf1,jun,irf1,myc,hdac2,stat3,notch1,fos,satb1,esr1,nfat5,ebf1,gata2,gfi1,ets1,cbx7,cbfb,foxo1,nr4a1,bmi1,irf8,elf4,bach2,bhlhe40,pou2af1,junb,nr1h3,stat6,tcf7,smad4,stat1,bcl11b,egr2,stat2,elf1,ctsg,elane,mpo,mpl,ccl9,dusp1,tyrobp,clec12a,ltb,ly6a,rgs1,igkc,procr,rab44,pdzk1ip1,sell,esam,f630028o10rik,myl10,maged1,trim47,cd48,tbxas1,bc035044,neurl3,cst7,hacd4,ms4a3,rtp4,pglyrp2,hk3,ifi44,nkg7,mmrn1,atp8b4,msmo1,gimap5,serpina3g,slc18a2,anxa3,nceh1,dennd2d,pcp4l1,gimap1,laptm4b,pqlc3,rhof,pear1,il21r,ly6c2,ldhb,ms4a6b,rab32,ap3s1,gbp2,padi4,myo1f,casp1,ctsl,alas1,itih5,emilin1,zfp386,tcp11l2,cish,vill,ppp1r15a,afap1l1,smpdl3a,tcn2,oasl2,fes,lbp,adgrg3,mfge8,glipr2,igtp,2610035d17rik,fut7,csgalnact2,orai3,cd79b,mapkapk3,sigirr,tgm2,csf2rb,osbpl1a,tnfrsf21,ms4a6c,adssl1,anxa2,dennd1c,krt18,ighm,slc35b4,camk1,1110059e24rik,snx4,glb1
meis1,1.0,0.04826745693865316,0.0683384449648147,-0.03644712321839954,0.06608142429797943,0.0890337946002817,0.01958408997788602,-0.023000276778442588,0.0005632691125165555,0.11714921381786654,0.08197702500150125,0.012281502668654395,-0.0007573798358262064,-0.027334978651697824,0.01563472357331661,-0.013393786400615068,0.022969895838451732,-5.0898573134673014e-05,0.1384588171450937,-0.05014659855388771,-0.01540898803842771,0.019980377447093717,0.05041350280062314,0.021782859791926026,0.011349970382230868,0.03511700823119581,-0.012307452290077897,-0.0029793249190306027,0.015787434807786715,-0.0008484352458249465,-0.004211984800180583,0.01185283591489628,-0.007250436278107405,0.004465158911822434,0.01853803020862881,0.04642493206650314,0.010384377930305324,0.009374139745429895,-0.014989435853185634,0.0021200085969854156,0.06477896358094842,-0.06480152585676115,-0.10281008982453838,-0.06727270209689047,0.04249850861463314,-0.05089461559588845,0.0015385371673453565,-0.11098135130855595,-0.06228339769654465,-0.007133276600002046,0.005471112976873309,0.0494905099019863,-0.0029781290984963434,0.01237519802056604,0.007381032454422613,0.018047084011657496,-0.07937662019838061,0.062401976387689816,-0.05750064132270997,0.012419297376850194,0.015297234529961696,0.04331462039486304,0.060192464954688545,0.02202597724852179,-0.004281996919349709,0.06367825811321355,0.0005527084323512348,-0.01849477016243251,-0.06180959836194955,0.022790106897305443,0.05396837226443201,-0.06048310702045964,0.03829076142209289,0.06321941760193626,0.0030714032703434485,-0.01521790609924786,0.042302807445958455,0.043310365892285575,0.10175826322470213,0.13741965606962672,-0.0747485497834932,-0.013005934581512698,0.010118201484116986,0.011836984535158615,0.08651357645083906,0.0440462874895899,-0.018926166900713918,0.024549150950111974,0.057090972001674185,0.03283603633219813,-0.07893147017539555,0.0010512184076852857,-0.018755723043943347,-0.035479328491397406,-0.07683968738090567,0.002798233205922992,0.00018175004513606548,-0.07988391466504242,-0.000571997862791322,-0.041881767079066407,-0.046633212052113626,0.025117892804806436,0.05073140258011183,0.011328332956481446,0.009921448922596146,0.03535538727382257,0.008856540360053521,0.021474103781723392,0.05318924199626905,-0.037447720855743716,-0.042658964509139724,-0.013715635016606501,-0.019393104162082873,-0.004157032706129837,-0.008859036772099477,0.006465830278484853,-0.044311302450829794,0.036622494878737324,0.010088213191618905,0.0063473014296425235,0.032834806473160456,0.018312720009870446,-0.01014266319587429,0.001050290888220485,0.02663589997525078,0.01670126726820349,-0.0264080865839832,0.024875994834212576,-0.006223311347312943,-0.06685293894826902,-0.028435282994296908,-0.09555974944112712,-0.004124892822000192,0.019054926162351122,-0.00679655523795709,0.03150058787112816,0.0012407844527719172,0.024775240539310302,0.023013540503612945,0.006234903749028851
rad51,0.048267456938653155,0.9999999999999999,0.020531915730339894,0.026653581594349662,0.10465131748441207,0.08317935919664296,0.07016902163649703,-0.01276219226323067,0.009550561455065956,0.11704497782002908,0.15724440150166333,0.027750311401141484,0.021420454739490582,-0.010001717835158908,0.01913568522597182,0.02356796040164126,0.0259827137375747,-1.9144240749650042e-05,0.01266202989727995,0.11123757358769636,0.0066180507418177915,0.01245922344751529,0.11700806843091502,0.0009124256810154026,0.0009028967613948999,0.07609203964422782,0.010509621419057326,0.04673989670306247,0.005049639364422333,-0.002672771990898798,0.0015643148476769688,0.0006219097368366077,-0.006932098386924687,0.015545450066753428,-0.00014710278350086095,0.051134597579928644,0.037288294663332736,-0.0033695940750787428,-0.02041950579268015,0.004821489510724748,0.0643626669241845,0.12674814045788882,0.09720382636596053,0.11948285299693147,0.019453434722655757,0.010840470713452656,7.897615366623258e-05,-0.08341470305204188,0.0622769902721524,-0.014727415269668786,-0.042042349915881905,-0.011410547716267289,-0.004133364804165956,0.029887829840239338,0.06509919962425456,-0.012452337041586003,9.071583395992685e-05,0.006697742899553622,0.0659542565901455,0.00811189059512391,0.07187165390153766,-0.0036017493112060657,0.03800846796636067,0.0219184096499622,0.0836173361827264,0.03314216663328013,0.07994934329791437,-0.031034264594280072,0.14210800254357106,-0.002400729082578573,0.012743395420924468,0.055811959018500876,0.008757503976408414,0.08323936491674096,-0.002197391294411644,0.03323088020230439,0.05408444101598205,0.011127140366074912,0.0811224196828827,0.006489074560058679,0.09072433443423703,0.0020954814182780673,0.03979617135602425,0.021620111282355997,0.022786108989757237,0.0776687658183555,0.0012425590498619352,0.013837434571004401,0.013406112697683248,0.05266875095726663,0.024675250288691313,0.0393783791788735,-0.02649599335614664,0.010719253935006627,0.10796636510029359,-0.008531640981007333,0.03550756453888729,-0.019525896578313166,0.022154668351222238,-0.02048834882202267,0.03876575064296753,0.05416817209998298,0.09351822932902767,0.031591754121365584,-0.015666682316782046,-0.009839188028384184,0.021671794710465105,0.009104768163704601,0.03597972973457372,-0.008467931789646752,0.014439005960633144,-0.01946358882373661,0.017250506725558997,0.03573937420973726,0.08629660633600533,0.003581069046169435,0.0056715637922469565,0.02327757369707649,0.008097860249121444,0.024418871874906926,0.10743862851146009,0.03634301405175309,0.018777957637888597,0.08210321480480191,0.036875380696463365,0.00035220325985193293,-0.06735983882957872,0.060608348647310684,0.0662869277722609,-0.05533826065977936,0.08425651132757328,-0.07204680623913506,-0.012986703128382147,0.0007564699760334357,-0.000281225355933144,0.06599311692035004,0.00021219855889850967,0.06754412645957576,0.061151813941739575,0.01383247013299197
gfi1b,0.0683384449648147,0.020531915730339894,1.0,-0.012742263076983585,0.03215717330342916,0.028972633603909982,0.02693753145420451,-0.013992118889080182,-0.008259361966488321,0.039610236911919096,0.025879714678303353,0.007938568063731263,-0.0013807127744523003,-0.01150124423387809,0.00854294278056559,-0.0038338738628588224,0.016713999998915673,0.012502607148443978,0.0961010121748158,-0.03127027640395829,0.013192048593120991,-0.002023742792269646,0.02245178710421347,0.0025686726845367018,-0.0003196959036928386,0.009836536277177304,-0.006161680918344987,0.018655002681987398,0.0010635131384516216,-0.0035080703926189906,-0.0017409807056047466,0.009015293310042197,0.0020268340523482624,-0.004767905694503058,-8.822615181706545e-05,0.008419996148984067,-0.0040352006706169475,-0.002563043602875887,-0.004935790182838409,0.01088597570213027,0.032831890894694404,-0.003819460839819094,-0.051432320691430305,-0.0378946150531227,0.00956731841278729,-0.005401904487177478,-0.005462659771061991,-0.03909837406293841,-0.02989309662072942,-0.0018061388184008648,-0.014899132007814462,0.028147193479208098,-0.0012309791096729262,0.00791529783360873,0.008475272012516287,0.005354644261269099,-0.041725300072085345,0.015963330222847197,-0.03314994075194373,0.0006686097313109336,0.01658220900340771,0.020353607589146897,0.029093002158329807,0.028757911133260868,-0.010135755164165944,0.029300610360496707,0.0068574673229741465,0.007538156782248593,-0.030683495982530708,0.006534417546435673,0.014143358652616749,-0.01826606686462377,0.01555508995359254,0.03206385131752301,0.012321418837728635,0.008326685271351612,0.011910992735168068,0.02135388237578285,0.05149429687603399,0.09024589103383883,-0.02208073234208243,-0.008387380585958296,0.009857369253363842,0.006534292952026651,0.0406764829309485,-0.00993861168084265,-0.0006155685692675708,0.0187838926711645,0.04793009105572384,0.021415111750921936,-0.02971057006060255,-0.002827148798388526,-0.020200586247354775,-0.012564631666217761,-0.02754849336408846,0.006449724081867775,0.008522869986719512,-0.03198352048007396,0.002753846715281758,-0.014626993650688518,-0.01384208410564389,0.026114661927987375,0.012854826325523264,0.017930719513496323,-0.002089331769791718,0.027827681722756202,0.011217553206506655,0.008486530398666436,0.010598674398076954,-0.02002831486159844,-0.013151819504497635,-3.990329547084256e-05,-0.015902793570490428,-0.006536784105813913,0.007590325610735737,0.014860279951096282,-0.008608030839145178,0.02686063306615763,-0.002760439406114353,0.01031556610187104,0.027598467984039587,0.03124963659240075,-0.007402737917334346,0.0011194591779827192,0.007754902647562125,0.008909956235684061,0.020637936718644678,-0.0031536393942051795,-0.0018276318455874604,-0.03476349379392378,-0.011226289377545896,-0.03362600786684723,0.011155728675724902,0.0027197371208764866,0.00016332426245089303,-0.0014813910930562804,-0.0063245956879424995,0.021219102051645785,0.02770771997258925,0.01844465332382466
spi1,-0.03644712321839953,0.026653581594349662,-0.012742263076983585,1.0,0.05278643257357789,0.03148634914705012,0.0503286667723793,0.11358578643551669,0.0571851290225051,-0.01226705730072815,0.04315497137326884,0.10777272787164155,0.05364876066321064,0.08341461514061267,-0.003579998719536393,0.03954510453671127,0.029326146276493985,0.011780071509296261,-0.1086365384108356,0.06453915103021574,-0.0007263912433197794,0.010821584248723018,0.05697069115423309,0.02627115442303995,-0.007822707025546235,0.028955145373558318,0.09921894533849095,0.054179607256444204,0.0012365153164839177,0.06379486778695487,0.011407485356434604,0.09148681136617229,0.006591859223392247,0.08543336512564308,-0.013157957154951726,0.05344272523131451,0.07189188688613468,-0.005795575282432686,0.028452016194509815,0.05361235945065673,0.03117937267755087,0.05773879640468764,0.09627079690220668,0.059957371196808336,-0.00544219198007266,0.05865625089069113,0.011650459964354353,0.14919325429106112,0.1276936475763879,0.02515584547773351,0.08606807397586881,-0.016030896045763916,-0.00648341345409363,0.026081867852002005,0.0270360786429864,0.002444650124837959,0.14497027377197752,-0.024135019796298077,0.11587331771458413,0.003485923590687159,0.04468463091697701,-0.00040546473531746655,0.03777868769534002,0.02233466379398705,0.0642654092437887,0.003986320670643378,0.05676928979182082,0.07327390061110932,0.08635124975183577,0.03478820909704786,-0.011605574291162001,0.09687005025162702,-0.001576622922169424,0.006565540074210053,-0.005958026058214793,0.04706005559159158,0.06317262214161642,-0.02119987865129282,-0.01751078972650096,-0.06681956708124968,0.07928029164492066,0.06728683106857664,0.028923903034047446,-0.0022455964895108623,-0.018719336562246405,0.05808838834853527,0.10207885200160059,0.03970426092283815,-0.025555550804275396,0.021990689977620565,0.11096164453662238,0.02536244770614136,0.09404187861441114,0.12549444109313693,0.06514937266000384,0.0317607921584764,0.030898118777270805,0.15538019893289925,0.0537758052042183,0.129014961734849,0.09320407589318963,0.017520669648111505,0.060163744124925415,0.02501966940862633,0.02688525954031624,0.036878736051681967,-0.0002675886802997206,0.00369998811933287,0.008625668436619792,0.08196433994136666,0.07905999423101391,0.062290726641429185,0.11252327874898309,0.056861983800788725,0.032263043808261824,0.02076502669378509,0.11380273589367988,0.04638761268736846,0.005076696707599235,0.017876739391619798,0.022192344497375557,0.03193444457907893,0.012549566252120593,0.07409531340216735,0.016230283006782132,0.003415701028295274,0.05532719272303627,0.03956635883861339,0.0739470419982263,0.15518358966288634,0.08829692905517116,0.13630927682639601,0.04244929196616531,-0.018839743260579623,0.07163183104917122,0.06411270717781632,0.10815514132376304,0.037927945304963316,0.059021791030056114,0.014203849500414825
hcfc1,0.06608142429797943,0.10465131748441207,0.03215717330342916,0.05278643257357789,0.9999999999999999,0.08661984111065694,0.07961266943793939,-0.00446364313350728,0.015357075612725922,0.13220789526598345,0.12091195067400079,0.07183119324137661,0.03347168277717295,0.0025393276291813312,0.004811833641215832,0.03529135871271582,0.027695544178123116,0.005895676913296722,0.01547949952055257,0.12306171598916918,0.012042778141806624,0.016738593478689372,0.10524747186470919,0.012075324613729163,0.011019491724687311,0.06426450184684075,0.03208924390459675,0.044394690264533555,0.008421371087256864,0.009466174216156037,0.013468756487851084,0.03744296407604701,0.015377671835424116,0.04706717229655154,0.01077728688206898,0.06679950091172285,0.0396278943756879,0.006288187179723086,-0.018485258623679487,0.030948086910570084,0.08114578961716405,0.12504455125560274,0.09852557159012944,0.12684681759174982,0.008971893128879646,0.023040498058565593,-0.00899224152381872,-0.05017956347072821,0.08878095774382846,0.0023486778131027015,-0.0215546487943917,-0.01195785046023785,-0.0022055534999560534,0.0320625417788933,0.06244450858814687,-0.009873932252536086,0.029017551873315357,0.00472930712847764,0.06833283559385907,0.018831097617300098,0.0608149011716471,0.009636941230640354,0.05793768338081696,0.04311306580246611,0.08555350130613804,0.043149005093872386,0.09920371043866405,-0.01420090083441552,0.15154583720557124,0.011442117151720638,0.01156148320480887,0.05907794917786127,-0.0017411300922703433,0.08142054767203928,0.011718424019700403,0.04591295462553197,0.07740134660735688,0.019544745088260294,0.08891605848242295,0.01667848756603525,0.09964434367767998,0.01415025583328416,0.06208592375268478,0.028704910040465687,0.03607665491582846,0.07781619921264697,0.012334248171949282,0.038719453556961166,0.027185264171640498,0.05084696641012074,0.04136855736180215,0.018688725876537624,-0.011227232163221842,0.03694865754529063,0.0848562352916393,-0.008463996691477278,0.03333073282858461,0.013343338575196883,0.03571417777236406,-0.0009429488989863758,0.06297340317532622,0.06617491692900263,0.10989396642280883,0.03535659022779424,0.0006254117749040163,0.01888121542407965,0.005573711600473126,0.011586308423921476,0.05378104762059035,0.009886799092706724,0.030125202012283157,0.009213522812241056,0.053279296584479614,0.072391989677504,0.08878137920998616,0.0026967059376381444,0.02702921527908063,0.05918273242714974,0.02129108964261792,0.03174302828172067,0.1175499396987935,0.056717022287600984,0.006171491235721355,0.10798684116704173,0.02541354931353337,-0.0014692478155919285,-0.04848030771281448,0.048808400203459515,0.07752044073399553,-0.02873436915692973,0.08787944901314677,-0.03217757785085321,0.008902548235334444,0.010505731257610965,0.02642379927559819,0.06518440336135839,0.02751373035818009,0.06973474008883604,0.07764773548936296,0.024093552091765193
mef2c,0.0890337946002817,0.08317935919664295,0.028972633603909986,0.03148634914705012,0.08661984111065694,0.9999999999999999,0.036381582537272424,0.040690858657010075,0.022753048016790203,0.07251796826973554,0.09910232121289886,0.06476208009828506,0.02379317377409287,0.017386130118477453,0.026622236882093805,0.024335382670578394,0.02706649324420759,0.0014541834494628326,-0.04928596789464656,0.024472674889150843,-0.02734261033810361,0.0039639063798015085,0.07740461872644067,0.014621875810476104,0.009471963798979856,0.05487180680079014,0.07964981356299007,0.02095147980814791,0.017934691348405293,-0.0037169249556115703,0.011583473700092212,0.032836945190677286,0.007500002925122886,0.035074421733773044,0.018180044862051666,0.05536760762211705,0.02767108776500961,-0.0021132807054343047,0.0014145059439940508,0.028310991725222428,0.07883036425620041,0.013073157993901642,0.023949741731075225,0.03553612052889418,0.055583537379041356,-0.026416492839791594,-0.006250569840037547,-0.028946532981879464,0.04352873695673613,0.005924796092887396,0.04963236232027501,-0.01658223225006483,0.007593646829284284,0.02202847351964965,0.005235249106894559,0.006996730606716062,0.02734496252044366,0.02687753849189738,0.02998711489678027,0.008977173705675294,0.05661452805384529,0.022794843873149246,0.02864628593246684,0.011624911456943058,0.07722935135523284,0.029828228267908097,0.04848020491678687,0.003259862141565613,0.04335238543286427,0.0345098879738358,0.010450720780173589,-0.0023230707975439796,0.015852836068701397,0.030527195175963986,0.009886178446683045,0.010579065628946952,0.07167163691977219,0.015445111235600936,0.04220241618690539,-0.008249866700896486,0.01384326901488495,0.009995560721720264,0.021452623450104038,0.035736138136755406,0.027732018744724404,0.05973317506895418,0.025279275606664126,0.024153979084370242,0.008789360059259371,0.0615612074433973,-0.005783888350782735,0.009786105688544025,0.036386318468172356,0.029543500774758716,0.003305026628561348,0.009909895881044677,-0.0005074713602508633,0.004515551379111733,0.030356102676921883,0.023418636413864786,0.037347555901911994,0.028562690472384886,0.0785490873636543,0.03905737496946117,0.015464404469859423,-0.0011146569387468696,0.008044775485818032,0.011291094827029642,0.03733695632444945,-0.007176114733110484,0.007491146808908917,0.029004535169772735,0.028064639723824752,0.03408066377117414,0.013180587685395796,0.0026682927639746323,-0.0015545501157027278,0.04318898514162988,0.01560997146244111,0.00777035285275456,0.017275731773365728,0.02223355462191717,0.006186811180724245,0.03917282304888468,0.017108262674083025,0.007942899055623773,-0.06358144851505836,0.05477617082057564,0.03307574876918115,0.037561087244641876,0.049831789070067675,-0.03812503084866651,-0.00013173332297704594,0.0111065125617433,0.0908763554861574,0.051072641158363796,0.03686910761809379,0.04692498833404152,0.04340728631557864,-0.012409362967876038
ikzf1,0.01958408997788602,0.07016902163649702,0.026937531454204515,0.050328666772379294,0.07961266943793939,0.036381582537272424,1.0,-0.0011429053065998764,0.02702100202697427,0.07461924729035815,0.08128988031910285,0.047855117330492955,0.03602912615432936,0.018251924446697373,0.07765161189675182,0.016349239865114166,0.03493833569775289,0.006474316958035198,0.10631845762260062,0.056895322984216186,0.1073179188489958,0.010940511991186105,0.08642669713104205,0.0256687220495,-0.00414448351256829,0.04875937009295883,0.03517620907512918,0.05325595888211197,0.017527100880325663,0.04792480566039248,0.007159136363838043,0.04752722733552585,-0.0054079476127496685,0.05526926613525898,0.017273875515341937,0.051285943944089224,0.03767705413214418,0.0034206935091197197,-0.013149185919009453,0.018207900813131842,0.05438320616422946,0.09279240632602896,0.05310686295155961,0.042906229099666335,-0.0037770956481232034,0.09636583892075307,0.003252323466596151,0.017904245211370674,0.06733302054264967,0.03629420771671554,-0.045719319777504916,0.05375579008582703,0.009316723080981115,0.011626461077270488,0.06213771176155681,-0.004900609610086009,0.036528413385370495,-0.008046084826318434,0.08800603186126828,0.004141294499909016,0.042411983950221215,-0.002839006826033608,0.04424599668598298,0.04096907246166929,0.04060866431375946,0.051374667685571994,0.07989241298380145,0.03257853308337142,0.08371016973801629,0.003303598086582693,0.024929296051138458,0.09427396793909824,0.0041830048503812885,0.043136358382147355,0.005447221079589843,0.047376215634097746,0.07392329548452314,0.01470470092933776,0.08134696658306143,0.06715460178652455,0.10940826001128999,0.025271832478861236,0.04245931810557971,0.008435532135332725,0.02931878264842461,0.03797683679376033,0.05748357118367668,0.05885853610625089,0.032953563945999416,0.031966318994076384,0.061431269847613136,0.017016621383917917,-0.001433898659724127,0.031207778942196607,0.10787372402741549,0.007672725866988209,0.05523237728520981,0.020628081039625146,0.01526901592339994,0.019679984677733308,0.05704008006962532,0.053493092155095685,0.07839091302648264,0.018896235654711893,0.03632770588466119,0.07921919370332756,0.029257714583812554,0.02269564616214945,0.034064658641129876,0.03663242728219157,0.04430146114571154,-0.0022156089135597036,0.07183413806137756,0.05050565898969932,0.1058326508246775,0.007483979408416244,0.09635141822983843,0.026371058377385313,0.011137421322758996,0.04397350845136361,0.1076024724672894,0.037067926008465854,0.024507245507029433,0.09751427218668339,0.03290100326539795,-0.020365604873691757,0.06023921291457636,0.027321124463368835,0.073657828945475,-0.02667995544961485,0.07953231602966995,0.047238136092524155,0.04013729566130265,0.006570834283456966,0.04190364131737643,0.054928905037065975,0.016115918651748263,0.05330453081021626,0.07975208105183546,0.07210519735417559
jun,-0.023000276778442585,-0.012762192263230672,-0.013992118889080182,0.11358578643551667,-0.0044636431335072805,0.040690858657010075,-0.0011429053065998764,1.0,0.07823309100328847,-0.06542052140457265,-0.02231263742961371,0.1042580565713499,0.0332288708177897,0.1223615898525859,-0.030107327813839183,0.025348263232820283,0.034481508429709214,0.012007397112915827,-0.16240236428156235,-0.06839509515671549,-0.06020178054318195,0.0009820033366772904,0.015139591823373433,0.04271557797963869,0.012443861554466574,0.0038122940380186875,0.1382803843668372,0.021333013934519383,-0.0029707991913244945,0.0664806200539575,0.001394822167241956,0.09418274347867245,0.032586231496615034,0.07599787806407106,-0.01835147179737317,0.04359746138560298,0.06624162624591794,0.010584691166289857,0.06929036234936622,0.07044366605149271,-0.0006326734589339363,-0.08794586927388569,-0.06759525665210418,-0.09427584310111779,-0.011763491521144918,0.02376297426787821,0.03694616289896262,0.20158794119432322,0.04160536603448993,0.006843125330199236,0.23002726746858132,-0.021943250479682094,-0.004704076727546127,0.02609329679861553,-0.03451747811758204,0.009312857751113724,0.20680428604617324,-0.020153286329561444,0.013473608633616652,-0.01375362722303107,0.04317572532351038,0.012961486209879296,0.061185319340376534,-0.019433621339239576,0.003931853354151903,-0.028788572694594602,-0.037083728675621326,0.12172743888860195,-0.06424966667889014,0.09702809134053475,-0.02382569077709191,-0.0011755500147496854,0.017006927089973554,-0.0738916948648654,-0.00030546589244144674,0.003442993887152725,0.0817370698027607,-0.007662793786569318,-0.05955844393030417,-0.08676978816178488,-0.0322316096157763,0.09814059086345528,-0.016097139887451106,0.006646995671510054,-0.0290592610475519,0.04526210420341148,0.1172366976535354,0.021636510938539022,-0.036030640267285974,-0.011271350670480344,0.017491894711495558,-0.013063073344191897,0.16474958744935475,0.1328740401685586,-0.04237954114060383,0.03673340035411584,-0.025230353358880908,0.16548986793036205,0.06377634213125283,0.17631184117431578,0.036577144422754136,-0.027828559488662172,0.012252738538856695,-0.007753178586553168,-0.002558129366998068,0.04308640352897365,-0.007706782513275957,0.013218462288149872,0.003359633123485232,0.07680372009478954,0.05063469725184392,0.1002640241706788,0.09880647303083467,-0.00042462117573426115,-0.060362323790193934,0.03691509852219674,0.06459263005943791,0.04441783759805737,-0.011160878614830578,-0.024389702561099853,-0.05953314338771451,0.009572067079008192,0.008633848120004112,0.0013558271921542513,-0.004552509261335561,0.027438060136048364,0.10183357388034994,0.015106926003971264,0.026391880847526,0.3003054053403044,0.004921376266470882,0.1836649619046343,0.06617037694546479,-0.006544868866210662,0.0965429949518884,0.03855216982325673,0.17079915424643383,0.013291574163507366,0.02782007394323989,-0.02088050590345244
irf1,0.0005632691125165555,0.009550561455065958,-0.008259361966488321,0.0571851290225051,0.015357075612725922,0.022753048016790206,0.027021002026974265,0.07823309100328847,0.9999999999999998,-0.005746774447174449,-0.004265488553397719,0.0605471395478167,0.019403502644240185,0.041935253134233824,0.0012465061621339862,0.009006008775626864,0.018555960599557275,0.016215786962139205,-0.05216542286978602,0.011230151252309774,-0.015500988766430912,0.00537840495949589,0.029314930168799838,0.0331161306142632,0.007734344580770678,0.017573407627002876,0.03680326880823641,0.0274387154573405,0.0008267014589913881,0.03800198748333418,0.008088335023001646,0.055293646693547506,0.0029088524424006534,0.044427660497667505,-0.004605354211431577,0.030382498360604113,0.03983982978939283,-0.005461267668899172,0.02341834175288993,0.032733938970132104,0.011877926735081793,-0.0005573422195575749,0.01063484951879621,-0.004352200196275754,-0.0012892682245341752,0.01206690108289125,0.02117085492819676,0.08460145840114086,0.04566492016765702,0.011453356731921521,0.07890637447029923,-0.002015388410517106,-0.0026229387612461074,0.01866354249699841,0.007485608757361533,0.0005237772258010335,0.06756988764255882,0.009735128859345918,0.03440907652387217,-0.006439881062684556,0.022075149560985694,0.007848030068330692,0.028199375976801548,0.010913576048359025,0.012887261970465249,0.012091669077393905,0.00482936970162908,0.04217967006887284,0.0077474832539307335,0.0478472185954754,-0.003392667617269089,0.03064126839911967,0.006451314846673669,-0.0026692830728020163,-0.002396596456786872,0.0034945616571799513,0.01977698747725887,0.02000547772329755,-0.011597851145752309,-0.02634846414236615,0.015819573596395704,0.041691108398630744,0.013163843944777497,0.002863166656838132,0.003158221331776298,0.03458336165519407,0.05688003275289698,0.01780000012376158,-0.006069941645299642,0.011364642115081843,0.02956982138488341,0.0037476811913965025,0.05362114208899776,0.06832497396040509,-0.009608173461768479,0.023284349899842526,0.008401197920948282,0.07244407745338309,0.03745251822852772,0.07761769342244525,0.03852721469413396,0.002414058014190962,0.018376570479066077,0.00921362035908363,0.01797091376536133,0.023966815336129786,0.002743786851323891,0.007500036117204557,0.02058399782843999,0.03451306617585929,0.032409891302246405,0.032244923325087604,0.0446634838257915,0.03182805387977792,0.012263667848355302,0.013847896791316774,0.0383440760857771,0.02672313196104421,0.011174899983211974,0.0058964540053632036,0.006931036340165771,0.01739675408911031,0.0043630402111472354,0.027800116872488876,0.020933545424140644,0.013581296592797656,0.030488010933818713,0.013432999631085388,0.03354831759049929,0.08776705752045776,0.027201542635327956,0.06461223536720491,0.03337898055474757,0.00030731114907837703,0.058551416737596326,0.03078741627599957,0.052018825718484304,0.009114472284461477,0.03446417838685549,0.01283495108786973
myc,0.11714921381786655,0.1170449778200291,0.039610236911919096,-0.01226705730072815,0.13220789526598345,0.07251796826973554,0.07461924729035814,-0.06542052140457265,-0.005746774447174448,0.9999999999999999,0.18433912395704657,0.024190456403740637,0.0022574772838880744,-0.04977640362996319,0.0033729521890988293,0.029403876820258034,0.03941920151253198,0.0030893781079629726,0.11941381821271899,0.14485200659381606,-0.0049685723314754834,0.03512432162925124,0.0948891530013917,0.007087586098274369,0.01838114322068575,0.08727181833896228,-0.03561789415897544,0.030026839603210426,0.020920305943529595,-0.017636387855518444,0.010377364157032642,0.014741196237167218,-0.0034314936123230988,-0.005770433478655776,-0.0016607113004607759,0.062814110376318,-0.0011014359193563233,0.0032238154689455283,-0.037328126500335304,0.0003041085463759225,0.09957587974136886,0.1795639596730489,0.07285974467008983,0.16817848509105654,0.005968966155262525,0.028731198981482572,-0.007941253015778686,-0.21535407776677265,0.007635995934306298,-0.003685813306114821,-0.11931789205799631,-0.0036175329563303323,0.006115167549299356,0.035125921713517444,0.08292559280969301,-0.010152033206892766,-0.05664094891727043,0.03166808827616334,0.041812531556824746,0.01421328896943808,0.06542747120903832,0.013286630982919705,0.08785303909241515,0.0312579309326713,0.12233260810872648,0.06966795136089532,0.09607155743204972,-0.08545780349876846,0.1577495627866307,-0.012720203437531847,0.020472158136814664,0.04892211661326134,0.004896431895038892,0.12728968229194496,0.012148714696498752,0.04635899996904508,0.04653340295106871,0.03042173050419723,0.16318883338182308,0.08048898189952337,0.1001743883113602,-0.04757847576072147,0.045372794736477526,0.018530022986115273,0.061256469619525744,0.07551280829829105,-0.04495759676319042,0.02177581933280944,0.048846350495440574,0.04339838111708444,-0.05645379394382136,0.02685738226307866,-0.0848594126411328,-0.04154128277259768,0.10998969973699692,-0.025033072264442895,0.03767067829817566,-0.11329877054378384,0.003717137212046265,-0.09881112419411756,0.047031792625093445,0.09204626476515736,0.1455023373832896,0.05209646086342299,-0.006752708305725905,0.014615757254855234,0.006426961196678004,0.019333380179045734,0.07017360676237344,-0.04866541513062953,-0.01955823180528939,-0.04052336930570661,-0.006548054155545153,0.045284876600039575,0.11593007672614383,-0.0011829246974263646,-0.043542928389365756,0.047931183820410575,0.011293358711289007,0.06413223981655489,0.15834176922127213,0.05764395317798983,0.015248047716646035,0.12479064281223716,0.032329629550848345,0.00354119834604649,-0.10797884006450967,0.05941093450651543,0.07425106675624037,-0.18123012827673415,0.10331415565823775,-0.16400823293651667,-0.02309421084923766,0.026263390713589418,-0.04658629049474126,0.06911777210483369,-0.038436257341708906,0.08102924112075428,0.0772131638363282,0.027981190382770135
