sample_size,rep,observed_correlation,p_value,significant,null_corr_threshold,null_corr_variance
2000,8,0.054221237278526416,0.017,False,0.06293428289125294,0.000499785763028938
2000,9,0.033276735882059635,0.1408,False,0.06208540431284573,0.0004999383265531743
2000,10,0.059744071802771796,0.0064,True,0.062161444191687946,0.0004886475322611378
2000,11,0.04749866575742816,0.0394,False,0.06258356304390696,0.0005048576261764599
2000,12,0.00790575888872761,0.7342,False,0.061870933546006,0.000501967399109418
2000,13,0.05308281034644255,0.0176,False,0.061500230278313965,0.0005079871148832602
2000,14,0.054037620340243356,0.0152,False,0.06234804046328974,0.0004931850516151483
2000,15,0.054974187519862126,0.0154,False,0.061134467523316686,0.000502589605045084
2000,16,0.0303983141098806,0.1708,False,0.06430178167140238,0.0005025465998000221
2000,17,0.12306654199845372,0.0,True,0.06260074754021529,0.0005006305871505612
2000,18,0.023578797023955298,0.2894,False,0.06244156223962103,0.0004941900952155806
2000,19,0.08390300359963443,0.0002,True,0.06255049795892909,0.0005020659848923327
2000,20,0.056325887135881714,0.0122,False,0.0637675438937641,0.0005085516741836758
2000,21,0.04204347999883315,0.0618,False,0.0621745800228805,0.000502864807528371
2000,22,0.034851959835049226,0.112,False,0.06425942688708113,0.0005041188237531896
2000,23,0.036139254172839023,0.1022,False,0.06375462124011734,0.0005048199315795366
2000,24,0.045222308759249714,0.042,False,0.06422929868613082,0.0004996942637361328
2000,25,0.05398912988831276,0.0194,False,0.06288267506117029,0.0004955525886323022
2000,26,0.0694996227265511,0.0014,True,0.0635687204530985,0.0005033916075927704
2000,27,0.05743879327183531,0.01,False,0.062339951309132675,0.0005039203838173546
2000,28,0.050481501890317804,0.0214,False,0.06261586346208574,0.00048705172414090773
2000,29,0.049426304253495666,0.0286,False,0.0655829878598972,0.0004933537233389714
2000,30,0.04665993660787345,0.036,False,0.06173760889760415,0.0004858479740117683
2000,31,0.044446639423610414,0.046,False,0.063974793475376,0.0005060085902171798
2000,32,0.028943851738883017,0.1988,False,0.061808820712003366,0.0004948282422844481
2000,33,0.059536138827464925,0.0092,True,0.06296398734993504,0.0004981363997976037
2000,34,0.07041945980587283,0.0012,True,0.06344615274341414,0.0004997403664623462
2000,35,0.009862084888087125,0.6478,False,0.06263128872023178,0.000501069723799283
2000,36,0.048142271424285864,0.03,False,0.06218282832456397,0.0005049547515154606
2000,37,0.04874334330372707,0.0284,False,0.06255985803517575,0.0004880050037668033
2000,38,0.07889074460648676,0.0006,True,0.061689689133196036,0.0005065403323161184
2000,39,0.03786249341713801,0.0948,False,0.06329134461373534,0.000504685458884495
2000,40,0.05821658947754807,0.0098,True,0.06517739494380687,0.0005111574504310625
2000,41,0.036116292309723456,0.1056,False,0.0638394846776889,0.0005033650223265874
2000,42,0.021054926016964036,0.3592,False,0.0655563375705549,0.0005051156540584888
2000,43,0.03129900252205042,0.161,False,0.06203183270182585,0.0004976987697937858
2000,44,0.048053111322053,0.0272,False,0.06301736323830083,0.0004947281864249986
2000,45,0.0304184765921584,0.1736,False,0.06131270034271212,0.0005027346271698848
2000,46,0.02598850841897198,0.2496,False,0.061733113008542666,0.0005019599533234063
2000,47,0.061953796102579006,0.0062,True,0.06228271400129454,0.0004935672342640078
2000,48,0.058851145521795066,0.012,False,0.0638909976245973,0.0005054876980626041
2000,49,0.05802443525420066,0.0098,True,0.06339765993723982,0.0005037971018746538
2000,50,0.08005557518130271,0.0004,True,0.06284247731726125,0.0005032901405734562
2000,51,0.04995590548871999,0.027,False,0.06354897575618769,0.0005082687237433659
2000,52,0.06715040087207794,0.0016,True,0.06160684852402943,0.0004948487007404897
2000,53,0.06135412740341794,0.005,True,0.06125216640546235,0.0005066034792850392
2000,54,0.048221847178407384,0.0316,False,0.06407614173524634,0.0005011049933005359
2000,55,0.03074084268838123,0.1708,False,0.061089183091255425,0.000494583662699428
2000,56,0.06227240665729246,0.005,True,0.062715267352655,0.0004996056564904676
2000,57,0.04558972703938377,0.0436,False,0.06126225010338036,0.0005038178492841145
2000,58,0.06090857834721235,0.0056,True,0.061851551270469485,0.0004890030731151559
2000,59,0.03602109973720847,0.1096,False,0.06255603489385478,0.0004937542395925062
2000,60,0.06697706206472659,0.003,True,0.06311456031424306,0.0005017077914993001
2000,61,0.042960498912939016,0.0538,False,0.06330798521538814,0.0005007765029217617
2000,62,0.028182107718451636,0.2076,False,0.06264640392460741,0.0004986804262771153
2000,63,0.04305171323883147,0.0608,False,0.063669968836305,0.0005111154920511799
2000,64,0.052096681476482345,0.0172,False,0.06072471092456909,0.0005084955283632083
2000,65,0.06182735054288415,0.0048,True,0.06379444064162237,0.0005020561453328609
2000,66,0.07091019598979548,0.0022,True,0.06237306307396112,0.000509120047629753
2000,67,0.03633533849475989,0.1042,False,0.06319098863383942,0.0005130011640817611
2000,68,0.0333631074788038,0.1394,False,0.062467005498729807,0.0005017533954244025
2000,69,0.04708422835713056,0.0352,False,0.06314828960343076,0.0005123417780004333
2000,70,0.07022681338760409,0.0014,True,0.06308115492361893,0.0005037350539283431
2000,71,0.07108108601967605,0.001,True,0.06161941261683434,0.0004941075589136401
2000,72,0.05290410874831163,0.0154,False,0.06157283641674119,0.0004922396643527658
2000,73,0.05110076563616408,0.0234,False,0.06430018934377885,0.0005085645866364847
2000,74,0.04650267026647534,0.0438,False,0.06392281369311213,0.0005130765984687462
2000,75,0.042091752113378685,0.0588,False,0.06449087222668243,0.0005041108690909071
2000,76,0.057048658255105994,0.013,False,0.06235171561185487,0.0004974511427729228
2000,77,0.03139563722256566,0.1604,False,0.06465962948686697,0.000495694146075854
2000,78,0.06303797461396693,0.0038,True,0.06203113959906905,0.0004963843399954834
2000,79,0.037742130899071,0.0972,False,0.06175682092306724,0.0005085947792471226
2000,80,0.04183679127828613,0.0556,False,0.061564539393200224,0.0004909893905110919
2000,81,0.06262952002392813,0.0066,True,0.06398440230251592,0.0004983108618920494
2000,82,0.06682602703780278,0.0036,True,0.06414660078285636,0.0004940914705397173
2000,83,0.03559974915101832,0.1122,False,0.06313493824190894,0.0005044101935186099
2000,84,0.05730514448718721,0.011,False,0.06263705482604681,0.0004986757071620177
2000,85,0.030832916633314413,0.1722,False,0.061891426427114725,0.0005058698462819258
2000,86,0.028409312551473477,0.2066,False,0.06175748080308771,0.0004977448111069788
2000,87,0.057398293449687714,0.0114,False,0.06404484261732897,0.0005141315944706831
2000,88,0.020905968669326817,0.3466,False,0.062734243919715,0.0005052913571538566
2000,89,0.045828573379162935,0.0402,False,0.060742014511020896,0.00048456315215040873
2000,90,0.041444023745076164,0.0586,False,0.06233211590966558,0.0004959595971293563
2000,91,0.0625202041653237,0.006,True,0.06262393990746641,0.000499640336104599
2000,92,0.05550916082513771,0.0114,False,0.06188602366484246,0.0004827593534253093
2000,93,0.0637587318606467,0.0036,True,0.06266808971173822,0.0004989309356236234
